,Sno,Clothing.ID,Age,Title,Review.Text,Rating,Recommended.IND,Positive.Feedback.Count,Division.Name,Department.Name,Class.Name
8922,3861,1099,31,Gorgeous dress but runs large,I Am 26 Weeks Pregnant And Bought This In An Xs To Wear To My Shower This Weekend. I Am Delighted With How It Looks On But It Really Might Be Too Big For Someone Who Isn'T Pregnant.,4,1,1,General,Dresses,Dresses
8923,3865,1099,39,Fun and different,"I ordered a xxs petite based on previous reviews but it was too short and snug in the shoulders. i then tried on the regular xs and it fit nice.y. loose but it is the style (shoulders fit). i usually need xs petite so kind of true to size to me. i am 5'1.5"" and 115 lbs. color is nice, i liked the blue polka dot with flowery tie neck. the tie. neck is a. nice. on trend feature, can. be tired at different heights for different looks, i think i will keep the xs regular....",5,1,1,General,Dresses,Dresses
8924,3870,1081,53,,I Really Want To Like This Dress - It'S Beautiful But It Just Fits Like A Sack. The Yoke Exaggerates My Bust And The Dress Makes Me Look 20 Lbs Heavier. Perhaps If You Are Tall And Thin Like The Mode Or Small Chested It Would Be Great! The Quality And Color Is Beautiful.,3,0,1,General Petite,Dresses,Dresses
8925,3874,1099,69,Great dress!!!,"Purchased in the blue polka dot and love it. am 5' 6 1/2"", 155lbs, long arms. dress is meant to be full. i don't see the ""that is runs large"". the shoulders fit, the sleeves are not too long. it is a very cute dress. after receiving the dress, ordered it in the black motif and hope to like it just as much as the blue.",5,1,1,General,Dresses,Dresses
8926,3880,1081,39,??this,"Adorable & comfortable. i'm 5'3"" and 115 lbs. i ordered an xs. it hits at my knees and is not see through. the color is pinkish in person which i like more than the photo.",5,1,1,General Petite,Dresses,Dresses
8927,3888,1099,48,Polka love!,What a great light dress for spring and summer evenings. i love the length and the laid back style. this dress is true to size.,5,1,1,General,Dresses,Dresses
8928,3892,1081,43,,I Loved This Dress When It Came Out Last Spring In Gray. This Year I Got The Red And Sand Color. It Wears So Easy And Can Be Dressy Or Casual- Depends On How You Want To Wear It. I Would Say Each Color Fits Differently Try Them On. The Dress Is Worth The Price.,5,1,1,General Petite,Dresses,Dresses
8929,3900,1099,32,Fun and easy dress,I saw this in the store in blue and loved it. wore it and received lots of compliments. just bought the second color online as there is free shipping today. great dress for work as the weather is warming up.,5,1,1,General,Dresses,Dresses
8930,3902,1099,60,,Wonderful And Comfortable Dress Very Sweet.,5,1,1,General,Dresses,Dresses
8931,3909,860,52,Boho vibe,Flowy boho tank. great details. good fabric. wear under a long cardigan or with a pair of denim cut offs and a necklace. oversized fit. i would size down one size.,5,1,1,General,Tops,Knits
8932,3921,460,46,Adorable!,Very trendy and very cute. i love how it fits perfectly without being too tiny on the backside. the material is a bit flimsy for the price.,4,1,1,General,Bottoms,Shorts
8933,3938,898,47,Midnight dream,Perfect For Dressing Up Or Dressing Down With A Pair Of Jeans. This Pullover Can Be Worn During All Four Seasons Of Michigans Weather Which Is A Bonus For Me. It Can Also Be Paired With Heels Booties Or Flats Making It Extremely Versatile.,5,1,1,General Petite,Tops,Fine gauge
8934,3949,866,60,Wrong mountain,"The design and style of shirt is quite cute -- but the mountain pictures is not mont blanc, nor does the mountain find itself near chamomix.
it is an unmistakable image of the matterhorn and the small town of zermatt is at its base.",2,0,1,General,Tops,Knits
8935,3986,895,31,Perfect fall sweater,This Is Such A Great Casual Fall Sweater. It'S So Comfortable Has A Bit Of Design Too It And It Goes With Everything! I Bought It In The Grey And Love It! Fits A Bit Big,5,1,1,General Petite,Tops,Fine gauge
8936,3991,895,63,Love this sweater in black,Very nicely made sweater which fits well. i bought the black with white accent and am very pleased with my purchase. the small fit me perfectly (34d) can't wait to wear it this fall!,5,1,1,General Petite,Tops,Fine gauge
8937,3992,1094,30,Fit and flattering,"Gorgeous dress. ordered the orange in an xs. i'm usually a small in retailer but the reviews accurately assessed this dress to run large. i'm 5'7"" about 140lbs and this dress is just above my knee. very flattering and feminine. only issue is that the bottom is a thin material that can be see through in the right light...",5,1,1,General Petite,Dresses,Dresses
8938,3995,1094,42,Beautiful fit,"This dress has a beautiful fit--5'4"", 150 lbs, 34ddd, and the medium regular fit great. the only issue is that the bottom part of the dress wrinkles terribly. when i bought it, the woman folded it nicely, and i stashed it in my car for the rest of my shopping trip. when i arrived home and pulled it out, the bottom of the dress was horribly wrinkled. plus it's dry clean only. going back. :(",4,1,1,General Petite,Dresses,Dresses
8939,4011,895,20,Lightweight,"Sheer Sweateri Ordered This On Line. Pretty, But Ran Large So Returning. I Am 5'10"" And 140Lbs., Not Large Chested, And The M Was Too Loose And Looked Frumpy. The Sweater Is A Very Soft, Loose, Knit That Requires A Cami Underneath As It Is Slightly Sheer. It Was Not Quite As Soft As Expected For Cashmere But Good Value At Sale Price.",3,1,1,General Petite,Tops,Fine gauge
8940,4012,895,76,Belt missing,I Ordered This Quite Nice Cardigan. I Received The Sweater Promptly (Yay Fast Shipping!) But Never Received The Belt To It. I Tried Emailing About It But Didn'T Get A Response. The Sweater Really Is The Softest Thing Ever But It Will Not Close Without The Belt And Trying To Use A Different Belt Just Doesn'T Work. I Hope To Receive The Belt Soon Because I'D Really Like To Wear This A Lot This Winter.,3,1,1,General Petite,Tops,Fine gauge
8941,4028,860,43,The sleeves.....,I Was Aware Of The Split Sleeves When I Purchased-- Hoping To Try Something New. They'Re Not Attractive. The Slit Stays Open With Any Movement. I Don'T Think It Would Be Appropriate For Work . Overall The Fit Is True To Size. I Otherwise Liked The Design But The Sleeves Made This A Quick Return ....,2,0,1,General Petite,Tops,Knits
8942,4029,895,44,Itchy and dull,When i returned this the salesperson asked what was wrong w it bc it keeps being returned. i got the black w the white collar/cuffs. i thought it was terribly itchy material (which could be remedied w a shirt underneath) but the white collar part was such a dull ugly white-dirty color. maybe the other colors are better?,1,0,1,General Petite,Tops,Fine gauge
8943,4033,860,52,,"Bought this in navy. needed something comfortable, but able to dress up denim. this was perfect! wore it already and immediately got 2 complements. the only drawback was that the elastic in cuffs was a little too tight and my forearms are not large. bought in medium. i'm 5'8"" and 145 lbs. just washed it for first time. noticed that it dried a little wrinkly in front. may have to steam to get wrinkles out, but still worth it.",5,1,1,General Petite,Tops,Knits
8944,4049,257,52,Great jacket,Soft Lightweight Comfortable. I Wore This As Soon As I Got It And Have Received Many Compliments On The Style And Color. Super Soft Love The Angled Zipper And Sleeve Length Is Long Enough To Be Comfortable. Great Cool Weather Jacket.,5,1,1,Initmates,Intimate,Lounge
8945,4050,257,36,,Very soft cozy and exactly what is needed on tbose in-between days. the collar is a bit dramatic if you are petite but there is an extra button that makes it more manageable. stylish cute,5,1,1,Initmates,Intimate,Lounge
8946,4065,895,61,Comfy cute,I bought this in the reddish color. i was a little skeptical that the fit or style would really work on a petite person but it looks great on. the fabric is very soft but with enough body that the cowl keeps it's shape. i predict that people will get tired of seeing me in this as i'm going to wear it a lot.,5,1,1,General Petite,Tops,Fine gauge
8947,4067,828,50,Beautiful boho top,Love This Top Although It Ran Very Small In Bust And Arms I'M Normally A Medium Will Have To Return For A Large!,3,1,1,General,Tops,Blouses
8948,4089,1094,44,Meet me at the museum!,Beautiful dress! perfect for work the museum a summer picnic...so chic yet extremely comfortable. i purchased the blue/orange combo and the colors definitely pop. for reference i am 5'2115 and i went with the xs petite. especially reoommend for anyone with her hourglass being more full on bottom. super flattering!,5,1,1,General Petite,Dresses,Dresses
8949,4092,829,39,Great design and color,"The shirt is a heavier weight than how it looks on the product page which was a nice surprise. it has a boxy shape and was shorter than expected. i'm 5'7"" and the front of the shirt above the hips. the design and color is great. very happy overall.",5,1,1,General,Tops,Blouses
8950,4100,1094,62,Cute and right price,"For the price, you can't beat this dress. i love the thicker stretchy fabric used for it - if you're a fan of some of the popular maeve pencil skirts (like the tearoom pencil skirt), you will love this! for me, it's the perfect piece for work with a black or white cardi or denim jacket over it. it's a perfect length (above the knee on 5""7""...similar to the model), armholes are the right size, and the overall cut of the dress is forgiving and flattering, even post-baby. super happy with the value",5,1,1,General Petite,Dresses,Dresses
8951,4104,1098,35,Didn't fit right,It Is So Cute In The Picture But Wasn'T Flattering On Me. It Also Felt Like I Couldn'T Raise My Arms While Wearing It. I Love Retailer And Will Be A Forever Fan But This Dress Just Wasn'T For Me.,2,0,1,General Petite,Dresses,Dresses
8952,4109,829,44,Great quality,Unique Designvery Unique Shirt-- You Will Get A Compliment! The Material Has A Great Feel And Weight. Beautiful Color. It Runs True To Size.,5,1,1,General,Tops,Blouses
8953,4116,1009,47,Beautiful skirt,I Agree With The Other Reviewer This Skirt Is Has Beautiful Print Combed Cotton With A Sheen. It Is Kind Of Stiff With A Little Give A Perfect A Line. The Waist Is A Little Tight So I Sized Up Usually Wear A 2 And The 4 Was Perfect For Me. Wore It To A Show Last Night And Was Super Comfortable And Pretty All In One.,5,1,1,General Petite,Bottoms,Skirts
8954,4133,908,38,Perfect,I Love This Duster! I Got My Usual Size And It Fits Exactly As Pictured. The Color Of The Fabric Is A Perfect Neutral And Will Look Good With Anything. The Knit Is Open And Fairly See-Through This Avoids The Bathrobe Look That A Long Length Sweater Can Have. Bought At Full Price And I'M Not Sorry Because I Bet It Will Be Gone Before Long!,5,1,1,General Petite,Tops,Fine gauge
8955,4139,1104,25,Just ok,I bought this dress to attend a couple of summer weddings. it seemed like it would be a nice light summer dress that i could wear all day. i do think it fits that qualification however it wasn't as flattering as i hoped. i'm generally pear shaped - small waist larger hips. this dress does fit well over my hips but does very little to show off my waist. overall it is just ok.,3,1,1,General Petite,Dresses,Dresses
8956,4143,1104,47,Adorable fit,This dress is a lovely fit. the knit top accentuates the bust and the loose skirt below the empire waist just skims the figure. it's pretty casual and the skirt is a tiny bit sheer so better for weekends than for office wear.,4,1,1,General Petite,Dresses,Dresses
8957,4144,1104,20,Simple and classy,Love This Dress. It Is So Comfortable. It Fits Great And Can Be Dressed Up Or Down. Hides The Tummy Too.,5,1,1,General Petite,Dresses,Dresses
8958,4146,1104,66,"Synthetic fabric evokes ""cheap"" quality",I love the style the lightness and the fit ... but the fabric in the skirt just did not meet my expectations. this might be something to find at a mass retailer. i guess i simply prefer a natural fabric.,4,0,1,General Petite,Dresses,Dresses
8959,4155,144,25,Perfect,These are the perfect tights-fit and feel are top quality and they wash well!,5,1,1,Initmates,Intimate,Legwear
8960,4158,56,43,Beautiful and comfortable,I Own A Couple Of Pairs Of Natori Hipsters And Recently Purchased The Yellow To Go With The Front Close Natori Bra. I Tried To Wear Thong Panties But They Just Didn'T Work For Me. Thankfully Natori Makes These Lovely Panties That Still Make Me Feel Sexy And They Are Way More Comfortable. They Also Receive Rave Reviews From My Husband. : ),5,1,1,Initmates,Intimate,Intimates
8961,4164,144,52,My go to tights for another season,I Have Worn These Exclusively For The Past Couple Of Years. They Fit Great (Tts) Stay Put And Wear Very Well. These Are Well Worth The Price.,5,1,1,Initmates,Intimate,Legwear
8962,4171,1035,41,I'd recommend!,I Originally Bought These Jeans In My True Size. After Wearing Them A Few Times I Realized They Stretched Out Quickly Making It Hard To Wear Them Again. Retailer Recommended I Go Down A Size And Now They Are My Favorite Jean! They Are A Little Tight For The First 5 Mins And Then They Are Perfect Fit Wear After Wear. And So Soft!,4,1,1,General,Bottoms,Jeans
8963,4174,860,60,Not a keeper,I Have To Agree With Another Reviewer - This Blouse Has An Odd Fit! The Small Petite (My Usual Size) Was A Good Length And There Was Plenty Of Room In The Body However I Found The Shoulders To Be Quite Small Which Made The Neckline Pull. Since I Definitely Do Not Have Broad Shoulders This May Be A Particular Problem For Those That Do. I Also Found The Gathered Seam Above The Bustline And Across The Upper Back Resulted In An Unflattering Maternity Top Effect. The Blouse I Was Sent Had One Sleeve,3,0,1,General Petite,Tops,Knits
8964,4175,1035,27,Most comfortable fit ever,I love pilcro script jeans. the rise is super comfortable and the fabric stretch is perfectly flattering without being too tight. the wash is great. from the pictures i didn't realize this pair had the fringed bottom rather than the hem but they cuff easily if you want to hide it. plus with boot season approaching i think it will make boots more comfortable without the bulky hem. i wish they would make this cut with all of their products - would love to see a pair of cords or dress pants!,5,1,1,General,Bottoms,Jeans
8965,4190,1001,65,Fit issues,This skirt ran short small and boxy. if you can get the right fit the skirt is great quality and super cute but i recommend trying on in store for sizing.,3,0,1,General,Bottoms,Skirts
8966,4198,867,24,Beautiful top,Was excited to receive this top in the mail and wasn't disappointed when i tried it on. beautiful colors (true to image) and pattern -the blue back does extend into the front but does not look unflattering in the least or leave for an awkward fit imho. very happy with this top it looks so cute from the back too~,5,1,1,General,Tops,Knits
8967,4214,860,32,Nice print,Sloppy Designthis Is Another One Of Those Darned Swing Tops. I Can'T Even With This Trend. This Shirt Has Such A Nice Print/Color Palette Going On But It'S Ruined By The Swing Cut/Henley Combo- It Looked Like I Was A Little Kid Wearing An Oversized Men'S Night Shirt/Smock? I Don'T Know It Was Just Not At All Flattering. I Ordered My Regular Size Large And A Medium Would Have Worked And Probably Still Been Generously Cut. I Disagree With A Reviewer Who Said It Might Work For Larger Sizes.. This Just Made My,2,0,1,General Petite,Tops,Knits
8968,4222,940,57,Some comcerns,It Is Beautiful But Not Practical For Me - The Student Who Carries A Backpack ! I Didn'T Notice It Doesn'T Have Sleeves It Is Regular Poncho Soft And Stylish . Recommended For Poncho Lovers !,4,1,1,General,Tops,Sweaters
8969,4237,1081,60,Dressed to impress.,This dress is so cute and so comfortable. i will be wearing this to a lot of different kind of events. i am so happy with this purchase.,5,1,1,General Petite,Dresses,Dresses
8970,4238,1086,31,Nice fall dress,"But Didn'T Fit Me Wellfor Reference: 5'3, 130#, Athletic/Muscular Body Type (Broad Shoulders, Slim Hips)
I'M A Bit Confused On The Sizing For This, Especially Based On Other Reviews Mentioning They Needed To Size Up. I Ordered The Xs, And I Was Swimming In It. I Usually Am Quite Comfortable In Size Small, So I'M Not Sure Why The Xs Was Still Too Big. Perhaps You Need Hips For This Dress To Work, Because It Was Really Just Hanging On Me And Not Figure Flattering At All. I'M Not Sure If Ordering The Xxs Would Make Thi",3,1,1,General,Dresses,Dresses
8971,4239,857,49,Comfy and warm,I Only Gave This Three Stars Due More To Personal Preference Than To Any Real Flaws With The Product. It Is Very Comfortable And For A Jersey-Style Shirt Quite Warm. But That Is One Of My Issues With The Shirt. I Wanted To Wear It Well Into Spring And I Think It'Ll Be Just Too Warm. (I Live In The Northeast) I Also Felt That While It Fit Tts It Had A More Generous Fit Than What I Expected Which Was Another Negative For Me. I Wanted It To Be More Fitted To My Body. However I Did Keep It Because,3,1,1,General,Tops,Knits
8972,4251,1081,24,,I Really Like The Look Of This Dress But I Ended Up Returning It Because It Was Too Short. The Shoulder Area Was Also Too Big On Me.,3,1,1,General,Dresses,Dresses
8973,4263,837,41,,It's definitely not a $100  blouse but i took advantage of the sale on sale and gotta say i love it! it's slightly sheer but with a plain nude bra it's fine. beautiful details very retro light and breezy. wearing it to work and with jeans.,5,1,1,General,Tops,Blouses
8974,4269,1081,19,,Really Cute Everyday Dress. Love The Fabric And Material It'S Super Soft. A Great Dress To Just Throw On And Go.,5,1,1,General,Dresses,Dresses
8975,4271,1024,31,In love!!,I may wear these every day! i am obsessed. i am 5'8 125ibs normally a size 25/26 in jeans. i ordered these in a 26 and they fit like a glove! they do not stretch much at all and keep a really nice vintage fit and feel. i am extremely happy with this purchase. these are a must have staple in anyone's wardrobe.,5,1,1,General,Bottoms,Jeans
8976,4275,857,55,,Love this top!,5,1,1,General,Tops,Knits
8977,4280,828,67,,I Really Love Cloth & Stone And This Top Did Not Disappoint. I Am Usually A Size Small In Tops But Tend To Be An Xs In Halters Because The Arm Holes Are Usually Big On Me. I Went With My Usual Xs And It Fit Perfectly. It Has A Nice Drape To It And Is Super Soft. I Will Add That When Looking At The Picture I Didn'T Notice That There Is A Muted Pink To The Plaid Design. I Originally Thought It Was Just A Navy Blue And White Plaid. However There Is A Really Light Pink To It As Well. I Actually W,5,1,1,General Petite,Tops,Blouses
8978,4282,1094,30,Cute dress with faulty zipper,This is a beautiful dress. i sized up 2 sizes based on other reviews and it fits well. it is on the shorter side. i purchased the blue and it's a beautiful color. i was in love with the dress until the zipper burst open after wearing it for five minutes. i think i'm going to have the zipper replaced because i like it so much. but at the high price point there should be a functional zipper.,3,1,1,General Petite,Dresses,Dresses
8979,4285,1094,66,Hideous in green,I ordered this dress in the green color. the dress did not look like the picture. i returned the dress since it looked like something to wear to a farm barnyard dance. i returned the dress.,1,0,1,General Petite,Dresses,Dresses
8980,4288,1078,41,Just perfect!,I Wanted To Love This Dress..And It Did Not Disappoint! True To Size Not Too Snug But Doesn'T Make You Look Shapeless. The Material Is Soft And Has Great Movement. Looks Great With Boots And Booties. I Know I Will Be Wearing This One Often!,5,1,1,General,Dresses,Dresses
8981,4294,1078,48,So simple but so cute!,"I bought the multi-color stripe and it is adorable! i am 5'9"", 135 lbs and purchased a size small. it is a perfect length and drapes well...not too tight at all. i received a ton of compliments the first time i wore it. highly recommend!",5,1,1,General,Dresses,Dresses
8982,4307,1078,39,Almost passed,I Saw This Online And Wasnt Sure And Actually Walked Right Past It In The Store. But My Usual Stylist Walked Around The Store With Me And Insisted It Was A Goodone. She Usually Knows What She Is Talking About... Super Soft Nd Comfortable Love The Long Sleeves (It Has Hidden Buttons) Cut Is Flattering On Everyone. I Ended Up Ordering Petite Size. Turtleneck Is Not Too Tight And The Dress Can Pretty Mjuch Be Dressed Up Or Down. My Friend Also Bought It (Huhm Twinsies)!! My Favorite Design Was T,5,1,1,General,Dresses,Dresses
8983,4310,1078,43,Comfortable,"Flattering And Versatilei Love This Dress (I Bought The Navy With White Stripes). It Is Comfortable, Flattering, And Versatile. Best Of All, I Received A Complement From My Husband, Who Never Comments On My Clothing! The Drapey Knit Fabric Fits Closely (But Not Tightly) In The Shoulders And Bust And Then Skims Over The Lower Body. The Fabric Is Soft And Stretchy, Not Too Thick, But Still Substantial Enough That I Did Not Need To Wear Support Garments Underneath (I Am 5'4"", 123 Lbs). I Wore This To A Christmas Party And",5,1,1,General,Dresses,Dresses
8984,4314,1081,29,Meh...,"I have the long sleeved version of this dress and was super excited to try on the sleeveless version, but it just didn't work nearly as well. the armholes are huge and will definitely show quite a bit of bra. the black pattern was also nothing special. i like the mock turtleneck and the dress has a nice swingy feel - would consider getting it if it went on sale. 

i tried on the small and the extra small - didn't notice a difference between the two. i think i have on the xs in the photo.",3,0,1,General,Dresses,Dresses
8985,4315,1081,46,Lovely but not for me,"I wanted to love this dress.....the reviews were great, the price was right and i needed a simple black dress. the fabric (jersey) is lovely and drapes nicely and the print was pretty. unfortunately, the armholes were way too long and low for me and even with a black bra, i was sharing more of my lingerie than i wanted. perhaps someone with a slightly smaller chest could size down and avoid oversharing!
for reference, i am 5'5"", 145 and wear a 30gg bra. i ordered the m.",4,1,1,General,Dresses,Dresses
8986,4323,1081,42,Love it but it's pink and blue,"Not Cream And Bluejust A Heads Up Because I Didn'T Notice The Pink In The Blue Motif Print Until It Had Arrived. Almost Sent It Back - Changes The Overall Aesthetic, Makes It Harder To Layer In Winter, Black Shoes Stand Out More Etc... But I Don'T Really Like The Orange Print And I'M A Red Head... So I'M Keeping It But It Would Have Been Amazing If It Were Cream And Blue. I Also Bought The Emerson Swing Dress. This Dress Runs Tts (Emerson Runs A Touch Larger). I'M 5'5"" And The Dress Came To Just Barely Above My K",4,1,1,General,Dresses,Dresses
8987,4327,1094,36,,Super cute well made dress. runs very small. order at least two times your typical size.,3,1,1,General Petite,Dresses,Dresses
8988,4328,1078,36,Perfection,This Dress Is Absolutely Flattering And Will Make You Feel Beautiful. Fabric Is Thin But Can Easily Be Transitioned From Fall To Winter To Spring. Hugs All The Right Places. True To Size. I Am 5'2 And 120Lbs Curvy And The Small Fit Well. I Am So Happy With This Purchase. Great Price Point As Well,5,1,1,General,Dresses,Dresses
8989,4336,1094,24,,Loved This Dress When I Tried It On In The Store And Thought It Would Be Perfect For A Casual Wedding. Unfortunately The Day Of The Wedding The Zipper Split And I Had To Wear Something Else. It Fit Well But Was Poorly Made. Based Off Other Reviews This Isn'T The First Time This Has Happened With This Dress! Not Worth The Risk At All.,1,0,1,General,Dresses,Dresses
8990,4339,1081,39,Stargazer dress,This dress has style and a delicate balance between design and the beauty of the material.,5,1,1,General Petite,Dresses,Dresses
8991,4349,1081,49,A little too flowy for me,"This is a really cute dress, just did not look flattering on me at all. i suppose i could have gone down a size, however i just did not love it. i am 5'3"" 130#, athletic build, 36dd. i read the other reviews and everyone loves this dress. here is what i did not like. there are pockets, which i cannot figure out the purpose, that lay oddly all bunched up right at the hips. due to the shape of the dress, it bunches out. on my short frame, it made me look shorter and wider. the fabric is a lightwei",2,1,1,General Petite,Dresses,Dresses
8992,4351,1078,42,Love the design!,Finally a dress that is not too short! i'm 5'11 and ordered two sizes. the small was too short and a little snug for my liking. but the medium was a perfect fit.,5,1,1,General,Dresses,Dresses
8993,4375,1028,49,Love,"Love Love!I Have Been Eyeing These Jeans For A While But Was Hesitant Because Of The Price And Also Because I'M Short Waisted So Don'T Normally Like High Rise Pants. I Finally Pulled The Plug When I Had A 15% Off Code (Still Expensive Imo). I Am So Glad I Finally Bought Them - They Are Well Worth The Price! I Am 5'6"" With Longer Legs And I Agree With The Other Reviewers That These Run A Little Longer Than One Might Anticipate. They Hit About 2 Inches Above My Ankle Bone, Which Suits Me Just Fine. They Are",5,1,1,General,Bottoms,Jeans
8994,4378,1081,47,Fabulous print!,Love this dress in the orange print! i do agree with one reviewer who said the high neck is bothersome--it is! but i'm willing to overlook that because it is the style of this dress. and it is adorable! easy and comfortable to wear--and i just love the orange pattern print! took my usual size!,5,1,1,General Petite,Dresses,Dresses
8995,4388,1081,39,A thousand compliments,"I got this in the floral print before it sold out, and i have never received so many compliments on a dress! it hangs so nicely and is so flattering. the neckline doesn't bother me at all (i know some reviewers mentioned that), but i am a very small busted woman so maybe it has something to do with that? i find it super comfortable, like wearing a nightgown. i am so in love with this dress i just ordered it again in black. it will be a summer staple. i found it runs true to size (i'm 5'3"", 115 p",5,1,1,General Petite,Dresses,Dresses
8996,4390,1078,28,Great dress for ladies with smaller curves,I wanted to like this dress but it just did not work for a bustier frame. the fabric is quite loose does not nip in at the waist and is not particularly clingy so if you are well-endowed your assets create a bit of a shelf from which the rest of the dress just hangs. as a result the swing comes from the apex of your chest as opposed to from your hips (as on the model) and the asymmetrical hemline makes the look even more awkward. on smaller curves this would likely be very flattering but,2,0,1,General Petite,Dresses,Dresses
8997,4401,1078,43,Easy comfort,There's a stretch and a swing to the dress that makes you feel light and free. really sexy as pictured with boots and scarf,5,1,1,General Petite,Dresses,Dresses
8998,4402,1078,79,Love this dress!,"Soft and flowy. fit is great. quality is great. i love this dress and i purchased in the turquoise color as well. i haven't worn a dress in 10+ years so i had a lot of reservation that this would be my first. highly recommend.
i paired this with 4"" short black suede boots and black tights. many compliments (even from my husband and he doesn't usually pay much attention).",5,1,1,General Petite,Dresses,Dresses
8999,4404,1094,56,Should be recalled because of faulty zippers,I Agree With The Other Reviewers. I Ordered 2 Of These But Had To Return Both Because The Zippers Didn'T Work. When I Returned Them The Saleslady Said Many People Had Problems With Them.,4,0,1,General,Dresses,Dresses
9000,4407,1094,55,Love this dress!,The blue version of this dress originally caught my eye on-line but wasn't available in the store so i tried the green one mainly for size since everyone said it runs a bit small. i did have to size up one or two sizes. i fell in love with the green dress and bought it. it is so comfortable great quality fabric (not too thin or too heavy). looks great on. i have received several compliments.,5,1,1,General,Dresses,Dresses
9001,4429,834,27,Amazing go to white blouse,"This is such an amazing take on a white blouse. it's fun and still polished! the fabric is so soft and so easy to dress up or down!

the arm holes run a little small but the cut of everything else is amazing.",5,1,1,General,Tops,Blouses
9002,4432,1078,39,,The Stress Is A Simple Basic. I Got It In The Navy Stripe And Have Worn It With The Long Gray Scarf Similar To Pictured. It Is Very Soft And Comfortable.,5,1,1,General Petite,Dresses,Dresses
9003,4437,1094,62,,Love This Dress! It Has A Nice Stretchy Weight To It And Is Texturally Interesting. It'S The First Retailer Piece That I Ever Bought My Teenage Daughter And She Looks So Sophisticated In It Like A Young Lady. It'S Both Classy And Youthful! For Reference She'S 5'5 100# And Is Wearing A 00.,5,1,1,General,Dresses,Dresses
9004,4458,868,43,,To My Surprise This Sweater Is Heavy Chic And Stylish. Its Well Made And Fits Tts. I'M Looking Forward To Wearing It. I Would Recommend This Tunic To Everyone. It Looks Better On Me Than The Model.....Event Though It Doesn'T Look Bad. You Need Curves To Enhance The Look Of This Tunic Sweater. I Really Like All The Different Textures In This Sweater.,5,1,1,General,Tops,Knits
9005,4463,1094,47,Ethereal and beautiful,I don't usually pay full-price for retailer clothes but i had a 20%-off coupon and i decided to give this dress a try as it irradiated a happy vibe and reminded me of books and dress-up clothes from my childhood. i don't regret it one bit! the colors and the print are absolutely beautiful and i love how they mix up and contrast in a subtle way. i really like the long sleeves with the elastic at the wrist. the cord at the waist hangs with a fun mix of tiny beads faux mini crab claws and faux mi,5,1,1,General,Dresses,Dresses
9006,4469,107,30,Gorgeous,Bought This Dress As A Winter Dress. It Looks Amazing And Even More So With Some Boots. Love It. Also Its More Gray Than Blue Although I Like That.,5,1,1,Initmates,Intimate,Sleep
9007,4484,1095,58,Super easy summer dress,Love this comfy breezy dress. so easy & cool to wear around the hood or casual dinner out. i gave 4 stars for quality because of a small gap in seam near one of the pockets which i'll fix next time the sewing basket is out. i think the double layers of gauze-like material makes the dress a little delicate if you have animals so be a careful around claws & paws. the back side is straight which isn't as interesting as the front but for my use the dress is darling.,5,1,1,General Petite,Dresses,Dresses
9008,4485,988,57,Great skirt!,Love The Colors For Fall Feels Good And Perfect For Work. Size Seems To Run A Little Large But Overall Works Really Well And Can Go To Work And Out At Night - Perfect!,5,1,1,General Petite,Bottoms,Skirts
9009,4486,850,43,Not great,I Loved This Top Online But It Arrived Very Wrinkled Which Raised A Red Flag As To How It Would Look After Wearing It. Seemed High Maintenance. Also Didn'T Love The Fit. Color Is Vibrant But Overall Not A Fan Of This Top.,2,0,1,General,Tops,Blouses
9010,4488,1095,39,Great summer dress,"This dress runs large!
i tried on a large, then a medium and then a small! couldn't believe i fit a small! this is a cool, breezy summer ensemble that you can wear anywhere! dress it up or down, it's comfy and makes you feel like you can breathe under its baggy motif. love it!!",4,1,1,General Petite,Dresses,Dresses
9011,4494,1038,44,Love these jeans!!!,I ordered a size down as the reviews suggested and i love them!! they are so cute and snug enough in the calf that i can wear boots with them in winter.  great buy!,5,1,1,General,Bottoms,Jeans
9012,4498,1086,37,,This Dress Is Beautiful On Is Thin Enough To Be Extremely Comfortable. Being Curvy It Feels A Little More Narrow Than I Would Prefer But I Kept It Anyway Because It Is So Beautiful As Well As Functional.,5,1,1,General,Dresses,Dresses
9013,4500,1086,33,,"Man do i love this dress! love the fit and the quality of the fabric, lays really nicely. i gave it only four stars because it is super short. true i am 5'11"" but there is no way i could wear this without pants or leggings. i am super bummed because i really love it but must send it back.",4,1,1,General,Dresses,Dresses
9014,4501,1038,41,So unique and so comfortable!,I Love These Jeans! When I Saw Them In My Retailer Store I Instantly Fell In Love. They Fit Like A Dream And They Look So Much Better In Person Than Online. They'Re Definitely A Boyfriend Fit So If You'Re Between Sizes Go Down A Size. I'Ve Already Gotten Tons Of Compliments!,5,1,1,General,Bottoms,Jeans
9015,4505,937,37,Not as expected,I stalked this sold out product for weeks hoping my size would become available. when it did i was very excited in fact i ordered both a s and xs to be sure one sweater would fit me! unfortunately neither did and i felt the actual sweater was not as pictured. the sweater has an overall baggy fit and the cutouts don't fall as neatly and as evenly on both shoulders as the picture shows making the look a bit sloppy in my opinion. it is such a shame as this look is very of the moment and the mod,1,0,1,General,Tops,Sweaters
9016,4508,1095,59,Just great,If They Still Have Your Size Grab It. Fits A Bit Snug In Chest But Material Is Light And Airy. Got So Many Compliments On It. Great Style,5,1,1,General Petite,Dresses,Dresses
